id	uKIN	RWR
Q15388	3.916949196360204e-07	1.3858034951755457e-05
Q15389	5.492075299597407e-07	5.416345108864067e-07
Q15390	4.734511746967379e-07	3.694853781270845e-06
Q15391	5.049381097781361e-07	2.4777928676382336e-07
Q15392	1.251636282884123e-06	1.9361127665647124e-05
Q15393	4.0905196692702696e-07	1.5641695195419465e-05
Q15397	5.873593508910933e-07	1.8442726485504628e-05
Q15398	1.4859651076930366e-06	1.193779861265345e-05
Q15399	1.0813758014082078e-06	5.791053273810558e-06
Q15404	4.314555026540315e-07	2.145260254468677e-06
Q15406	8.852544245426659e-06	1.917142162872245e-05
Q15413	4.4752886574998536e-07	1.1911410026366928e-06
Q15415	6.426737041880741e-07	5.140476599130288e-06
Q15417	1.1830635032598833e-06	1.2202078485993688e-05
Q15418	6.778396803153514e-07	3.272786859620553e-05
Q15424	4.038182391571261e-07	8.278691616920057e-06
Q15427	5.797288583532897e-07	1.5165707450745674e-05
Q15428	4.1965452215266543e-07	1.560975490306383e-05
Q15431	1.999414486537496e-06	3.8077142050991894e-06
Q15434	7.544561847956314e-07	5.780888051672784e-06
Q15435	3.9331699406898345e-07	1.6493377376637374e-06
Q15436	5.240242618334546e-07	1.3840850888429433e-05
Q15437	5.118769180232348e-07	9.992703437744757e-06
Q15438	7.332610746144326e-07	7.984650922674778e-06
Q15459	6.893358102873018e-07	3.495978606448024e-05
Q15464	2.0011249464806207e-06	2.0628253922944303e-05
Q15465	1.5305819171664443e-06	4.76942018076634e-06
Q15466	1.4619746229464884e-06	2.6473756090122886e-05
Q15468	3.175882203962743e-05	0.0016572727767469437
Q15475	9.630758833632264e-05	0.0013621399686584506
Q15477	5.212984614315971e-07	5.4114293917101515e-06
Q15485	4.773218412784587e-07	6.325670507929873e-07
Q15486	9.659174746620507e-07	3.972211986249509e-06
Q15493	3.7684441349246374e-07	2.934077704104856e-07
Q15506	5.984283449526461e-07	1.157778017095891e-06
Q15517	4.306298154728741e-07	5.061072440582035e-06
Q15526	3.756490200123945e-07	9.070152715037444e-06
Q15527	1.1898261144733266e-06	1.772854549523806e-05
Q15528	1.1689256860636475e-06	1.220677204956963e-05
Q15532	5.58747109767379e-05	0.0017070633655784165
Q15542	8.114440501493389e-07	9.927467041370225e-06
Q15543	6.171820954671317e-07	3.5245951950005876e-06
Q15544	1.0733096776132605e-06	1.190635901093591e-05
Q15545	2.0547226716263162e-06	4.4007470241429435e-05
Q15546	5.232236524616243e-07	8.415256957600752e-07
Q15554	5.708626796277494e-07	2.5900267114990194e-05
Q15555	1.30217449802572e-06	2.3077876598771418e-05
Q15559	8.106149517179789e-07	2.48111414725596e-07
Q15560	5.706807923081883e-07	1.5203291922953257e-05
Q15561	1.248406670981397e-06	1.9834344997228475e-05
Q15562	1.6693666674534887e-06	4.838701822979485e-05
Q15569	1.0263124446717753e-06	4.052958024134357e-06
Q15572	6.763840444123262e-07	6.028285687681171e-06
Q15573	5.310639968026172e-07	3.480087125338393e-06
Q15582	3.522914773629921e-06	1.6946454851193728e-05
Q15583	1.1494867723727483e-06	1.3561877758535333e-05
Q15596	3.28240717014818e-05	0.0016485539480427687
Q15599	2.4668507025703807e-06	7.255976195262927e-05
Q155Q3	8.863123000440093e-07	4.4455574431259616e-06
Q15619	3.1166793999017964e-07	7.989361281526144e-08
Q15622	2.0121411078606144e-07	1.4406552086256931e-08
Q15628	5.234050087524396e-07	1.4089120260143788e-05
Q15629	7.306094093582997e-07	4.658555991201306e-06
Q15631	3.8826030336910387e-07	2.497445530535884e-06
Q15633	5.967195089407968e-07	1.1683962531463184e-05
Q15637	9.699584608156575e-07	7.592222941416333e-05
Q15642	2.1055792139868795e-06	4.328171755265022e-05
Q15643	6.108846061659143e-05	0.001534150809336069
Q15645	3.52867372215801e-07	9.85580286506035e-06
Q15646	1.0890553196758555e-06	3.1512813222894975e-05
Q15648	8.258906047762123e-07	2.5301860715487185e-05
Q15649	5.471277080547364e-07	3.5677909967398324e-06
Q15650	6.582270893866028e-07	2.1388866122787365e-05
Q15651	4.392030230539081e-07	2.479376890522571e-06
Q15652	1.3174939087254393e-06	1.6210878021021526e-05
Q15653	4.630553668074135e-07	7.51167879256195e-06
Q15654	8.799858121896783e-07	7.609160731841138e-05
Q15661	1.1126856494245546e-06	1.6860580031179337e-06
Q15669	8.901662202745047e-05	0.0015853234615813045
Q15672	1.0603201786641568e-06	1.6046369677067e-05
Q15678	8.952086932911808e-07	2.3906014509869968e-05
Q15691	7.05524343167438e-07	3.025265183611301e-05
Q15695	4.645833944432003e-06	1.2177346047388429e-05
Q15696	4.014247902987943e-05	0.0012342618175374585
Q15697	1.3018166852731379e-06	8.673872450543e-06
Q15699	1.0137260138607432e-06	4.279893708462313e-06
Q15700	1.521836380030324e-06	2.1907894244553395e-05
Q15714	6.098482034926525e-07	2.239877192277909e-05
Q15717	6.515402346518419e-07	0.00020417013919624103
Q15722	3.896608908464347e-07	3.133094063319875e-07
Q15723	1.1040243191222363e-06	8.611679652886414e-06
Q15726	7.408442706267986e-07	1.5171009453739432e-06
Q15735	5.169349600982377e-07	1.7256200566675316e-06
Q15738	7.915916148505978e-07	1.0089213442958875e-05
Q15742	3.3501665318775065e-05	0.0015969766633899534
Q15744	2.6326157016210993e-06	3.758764549644802e-05
Q15746	1.179241180866931e-06	1.1509987492127909e-05
Q15750	4.5665755876976236e-07	2.2705899806417205e-05
Q15751	4.901934766911505e-07	7.746806967984002e-06
Q15758	4.730813127287612e-07	1.5828554065415386e-05
Q15759	1.2870157842593636e-06	2.27634933936286e-05
Q15761	8.860096312715217e-07	1.1364583660618775e-06
Q15762	4.110244383526684e-07	2.377901374042284e-07
Q15768	7.607049470704305e-07	4.699735658694891e-06
Q15771	9.236389403073737e-07	7.935264400632344e-06
Q15772	3.416592999475937e-07	4.39827451314122e-07
Q15773	6.601706874859099e-07	1.874735644570259e-05
Q15776	5.266795046934921e-07	5.291436964228116e-06
Q15777	8.416403780025489e-07	3.3844295622936032e-06
Q15782	7.110362885045877e-07	3.4564245708738197e-07
Q15784	3.5341452113342386e-07	1.5888328691819858e-07
Q15785	4.977615726283712e-07	4.319256071122393e-06
Q15788	2.0679840191150634e-05	0.0012478244797372812
Q15796	4.960392836856153e-06	0.001066776111295107
Q15797	1.098731866580737e-06	6.555340219631565e-05
Q15800	4.2272173306234036e-07	1.6914395373989339e-06
Q15811	7.254779215312222e-07	2.4994606887104083e-05
Q15813	6.720647174463729e-07	4.728781578280001e-06
Q15814	1.44545197251138e-06	2.164166477066639e-06
Q15818	1.4812211745982363e-06	1.6704786313650816e-05
Q15819	7.480491240077544e-07	1.6136041690911194e-05
Q15822	3.5396265643156633e-07	7.335855742094379e-08
Q15825	3.059507921991185e-07	1.0040708063438438e-07
Q15828	1.5978180456529234e-06	1.8119673318196947e-05
Q15831	1.5022650889795791e-05	0.001440331413919178
Q15833	3.4203111192067707e-07	1.0870852899602792e-06
Q15834	7.80842037559269e-07	2.6869807871209077e-05
Q15835	4.390530747845497e-07	5.303579181698409e-07
Q15836	1.345467540418253e-06	4.6348907403847954e-05
Q15842	4.0069053739960586e-07	7.732155281752009e-07
Q15843	4.6484215492504146e-07	2.2042489921050953e-05
Q15847	3.533451995301268e-07	1.5647639114458036e-07
Q15848	1.2166216987317726e-06	1.5267224963115236e-05
Q15849	6.855224734625481e-07	1.618647008801655e-06
Q15850	1.238323103479795e-06	8.817081226213684e-07
Q15853	2.578016649032102e-06	2.959991042678404e-05
Q15858	3.440414649455593e-07	7.722108739980721e-08
Q15878	3.7172200670848194e-07	1.92215528500251e-07
Q15884	3.486087249563936e-07	2.339064568509185e-06
Q15904	3.067104846942699e-07	1.576295485945669e-06
Q15906	1.6754409360570942e-06	2.2520645211725845e-05
Q15907	5.341304400256693e-07	1.0349840067179616e-05
Q15910	3.9177871488711585e-06	0.001431701831151363
Q15911	4.4356750123283435e-05	0.0012161406019439113
Q15915	7.727996523438513e-07	1.8701915774899048e-05
Q15916	1.7805825727914742e-06	8.30280432272776e-06
Q15935	4.5897336142857453e-07	5.942285625610961e-07
Q15937	7.158304229467978e-07	1.82585833893779e-06
Q15942	1.1070970422345058e-06	4.7634723637030646e-05
Q15973	8.157836980476831e-07	1.1213128857077887e-05
Q16082	1.176926381952768e-06	3.426409352605225e-05
Q16083	2.5863976988418127e-07	2.8343849371749212e-08
Q16099	5.752136781179261e-07	5.438007315104946e-07
Q16134	4.436828424734816e-07	9.075960179493062e-07
Q16143	4.5620467411203597e-07	1.9730405872378667e-06
Q16181	1.1235761920766973e-06	3.5375881243606475e-05
Q16186	3.450528549016589e-07	4.535293063389194e-06
Q16204	3.0242823554904353e-05	0.00159594462077316
Q16206	1.767892669631405e-06	1.3353723481722028e-05
Q16221	3.8313514987069863e-07	9.767272295013609e-08
Q16222	7.63387479989521e-07	4.496604868300875e-06
Q16236	2.0913655062568745e-05	0.0014249529766460277
Q16254	1.1120308274541365e-06	2.142570291932476e-05
Q16270	9.547117158822324e-07	3.0454669801334204e-06
Q16280	9.218071941798007e-07	4.636915637555384e-07
Q16281	1.355538604176176e-06	1.113256402581413e-05
Q16288	5.309093691800575e-05	0.0016479884880223794
Q16322	7.377461527924084e-07	3.695628161943599e-06
Q16342	7.6207133750768e-07	4.356020535339964e-06
Q16343	2.9269142894768063e-07	5.955994626796295e-08
Q16348	9.528282080198578e-07	7.118785409248104e-06
Q16352	1.4108125937622307e-06	3.08799075278574e-05
Q16363	4.27284217055404e-07	2.8143287623844854e-06
Q16378	9.476110144599383e-07	4.411242079729379e-06
Q16384	0.00036883610754924614	0.0016443789469167787
Q16385	6.680852871846239e-05	0.0013625214208714028
Q16394	0.00011484098551066552	0.0016194221157767301
Q16401	6.313371598791306e-07	1.5028233600186575e-05
Q16445	1.111767201621762e-06	3.0581611735942147e-06
Q16473	6.211395640282749e-07	2.389149626388562e-07
Q16478	1.5653788061774683e-06	4.58920583781594e-06
Q16512	7.025742800196101e-07	1.9073350954508146e-05
Q16513	5.900475121966584e-07	1.3083265483096371e-05
Q16514	8.889823568320817e-07	1.2297281036033572e-05
Q16515	5.183633552428651e-07	3.651519471541371e-07
Q16517	2.5175117242051764e-07	3.594448401651639e-08
Q16518	3.264915468572609e-06	8.525819577862571e-06
Q16520	5.437883810124263e-06	5.719449242961123e-05
Q16526	5.872094011790146e-07	2.2325016418990293e-05
Q16527	4.5397250675068466e-07	2.198857047036651e-06
Q16531	6.808589328573597e-07	6.602725694448375e-05
Q16533	1.5984730383765926e-06	8.656037225955582e-06
Q16534	0.00016440328444910785	0.0012627852479081376
Q16537	4.2847240126943377e-07	5.433123427700322e-06
Q16538	5.371372937967756e-07	4.939298272625991e-07
Q16539	7.076793025500348e-07	5.053431556061286e-05
Q16540	7.238381889771577e-07	2.2193525170047348e-05
Q16543	6.036771901103723e-07	5.2282874883299547e-05
Q16548	1.3513889793408846e-06	8.240053267191199e-06
Q16549	9.013588397684198e-07	3.6464412174575967e-06
Q16552	2.446086175925836e-06	2.013311924559611e-05
Q16553	8.494264745708272e-06	2.3114117778860144e-05
Q16555	6.508458189059955e-07	1.1686208838780919e-05
Q16557	6.771828375357075e-07	9.620710733501137e-07
Q16558	6.697990681418348e-07	9.964333693877775e-07
Q16559	0.0002171231500728991	0.001076805130479618
Q16560	1.389586651756957e-06	1.177611043230445e-05
Q16563	4.789162309528117e-07	1.1925686083811706e-06
Q16566	5.776191042642076e-07	3.450550160905125e-06
Q16568	2.8307744417955172e-06	4.23575326536056e-06
Q16570	1.1950201005769062e-06	1.7945325824092026e-06
Q16572	3.433052743539118e-07	2.792450840463066e-07
Q16576	1.1529639208296573e-06	7.713500444612153e-05
Q16581	8.240298463878602e-07	1.7792789602043263e-05
Q16584	1.4477912405235438e-06	1.6466524021247535e-05
Q16585	5.104451552171383e-07	1.403545984666245e-06
Q16586	6.1867458856281e-07	2.9156901912853196e-06
Q16587	7.897466428472761e-07	1.2547453721427738e-06
Q16589	1.8711219264716283e-06	1.1811299501336129e-05
Q16594	1.368414195465588e-06	4.3044766633186475e-05
Q16595	6.377042563523526e-07	1.0805858127607326e-05
Q16600	5.322095817896702e-07	1.3108503567501132e-06
Q16602	3.545034655232533e-07	3.085296050143282e-07
Q16609	2.6127240683108772e-06	4.749648494587753e-06
Q16610	1.3658359169299763e-06	2.4846385937207498e-05
Q16611	8.361538911066645e-07	9.312280686727967e-06
Q16612	8.847356942074324e-07	3.5411635799876796e-06
Q16613	1.2243569560865445e-06	2.551783944539295e-06
Q16617	7.63897346358104e-07	4.527102358117066e-06
Q16619	1.2525782630088516e-05	2.8043958926644107e-05
Q16620	8.382235391961225e-07	8.143352071515818e-06
Q16621	1.1554380485002716e-06	8.513291845812418e-06
Q16623	2.4212707048960207e-06	0.00012825007251122662
Q16625	6.579756103727028e-07	1.0206902047784211e-05
Q16626	8.417675275365858e-07	3.108996727356885e-06
Q16627	1.0144827003381524e-06	5.192258249048356e-06
Q16629	4.970598302811067e-07	1.3358831795182379e-05
Q16630	6.273031381038953e-07	1.9342637427053407e-05
Q16633	5.3606230562569614e-05	0.0015126944925204341
Q16635	1.911456840180043e-06	5.1111287062161875e-05
Q16637	4.706286381914825e-07	2.3847987396086146e-05
Q16643	6.633853084034777e-07	3.618010095232451e-05
Q16644	1.737605059630956e-06	2.1596692167579544e-05
Q16647	4.486382653944721e-07	3.7201165645398973e-07
Q16649	5.714054776422938e-06	5.301879223941724e-05
Q16650	2.070732060224679e-06	1.8324584559445506e-05
Q16651	1.4290123882346218e-06	1.5483921895472945e-06
Q16653	4.600185396963833e-07	3.7849512490514587e-07
Q16654	9.685511732912594e-07	3.272967881397024e-06
Q16655	3.609611609157452e-07	1.251812101269753e-07
Q16656	3.820740374750729e-07	3.299789513541672e-06
Q16658	8.90900052757233e-07	2.3809209724426135e-05
Q16659	4.7632858973135265e-07	4.312219695913084e-05
Q16661	6.403801642310397e-07	3.8800194211519816e-07
Q16663	5.237865560029184e-06	4.455977347334394e-05
Q16665	8.023577994585745e-06	0.0016328078612964842
Q16666	6.471735918837309e-07	6.119095016997249e-05
Q16667	8.54152400689442e-07	9.09245470779653e-06
Q16670	6.556047409103337e-07	5.768206453813608e-06
Q16671	1.8273018540594888e-06	3.4719341017521154e-06
Q16674	1.7039004695567073e-06	1.733440890766924e-06
Q16676	1.5706394449407878e-06	8.329508741598419e-07
Q16678	1.4697222796663205e-06	4.2480272466270345e-06
Q16690	9.764134193310132e-07	1.1682897249496753e-05
Q16695	8.569039741863309e-07	7.316961506892506e-05
Q16696	8.000973720420782e-08	1.1563584909314257e-08
Q16698	7.428856313979875e-07	1.0990933047248908e-05
Q16706	1.3338040339021659e-06	6.034853876719323e-06
Q16718	4.0215830044251126e-07	1.0524886423123989e-05
Q16719	8.254491290892984e-07	1.0150755087599898e-05
Q16720	6.783320729495804e-05	0.0014353577376256508
Q16739	5.98317129847051e-07	1.1744004109781773e-06
Q16740	6.220741013076595e-07	4.5291030239766065e-05
Q16760	1.5279388390353244e-06	8.675463919688588e-06
Q16762	9.370454650470282e-07	8.864635339762326e-06
Q16763	3.7343814327216595e-07	5.768773061127004e-06
Q16769	5.667191525805836e-07	3.3326826665236416e-06
Q16772	2.869028569296711e-07	1.3073764549324219e-07
Q16773	3.3566294059446805e-07	3.569235872829021e-07
Q16774	5.974795871950371e-07	6.771538771874918e-06
Q16775	3.052040751967935e-07	1.4513312204047112e-06
Q16777	1.4993575326051124e-06	5.247412452481968e-05
Q16778	7.332278206428998e-07	6.155431181723796e-05
Q16787	1.2566567767115912e-06	7.032349003177098e-06
Q16790	4.063255766083698e-07	1.7293743412401475e-05
Q16795	3.688940686710805e-07	1.322329542849328e-05
Q16798	8.899747659883419e-07	2.424447143023341e-07
Q16799	1.398253857322171e-06	1.628746098173574e-05
Q16816	3.8684970058962834e-07	3.340095087332902e-07
Q16819	3.625509071345766e-06	2.3345927624952808e-05
Q16820	1.8330081303276776e-06	2.6416968722134863e-05
Q16821	3.7002711799364827e-07	1.0344218354522894e-06
Q16822	1.0910779940181867e-06	2.5451769558794687e-05
Q16825	7.565891844966276e-07	1.7886329231262578e-05
Q16827	7.913192511551761e-07	2.9898799625346603e-05
Q16828	3.325428126601618e-07	6.984268549488411e-06
Q16829	7.670713091264878e-07	1.1836771756804701e-05
Q16831	4.5893955439149945e-07	1.2365674122592686e-06
Q16832	0.00013309953169123265	0.0014446814715830842
Q16836	4.7591391956781887e-07	8.865742127183525e-06
Q16842	3.7006405684161465e-07	4.6825501239442057e-07
Q16849	1.7983278940455051e-06	5.094119613772613e-05
Q16850	4.6913858906141534e-07	3.7326811657776047e-06
Q16851	5.151753891265167e-07	6.633728865087241e-06
Q16853	9.809187581690532e-07	6.021941517788793e-06
Q16854	1.0503203158344196e-06	2.082446691783988e-05
Q16864	5.615870151260317e-07	8.29399591503547e-06
Q16873	1.7534973403087153e-06	5.257219591000727e-06
Q16875	1.300838934360949e-06	1.6769981601841556e-05
Q16877	2.8657894404059833e-06	1.567927621607173e-05
Q16878	5.633676379406602e-07	1.4408887447235322e-06
Q16880	5.432689701532178e-07	3.5060804983324075e-06
Q16881	7.105260301067517e-07	9.27393532907348e-06
Q16890	1.961015500427572e-06	1.3117281494517918e-05
Q16891	3.852256924115442e-07	2.192858898552168e-05
Q17R31	6.628960161996154e-06	5.081437908125396e-06
Q17R55	3.037395902784098e-07	3.219202976999119e-07
Q17R60	1.358247464949988e-06	6.618033869468263e-07
Q17R89	6.370781202397001e-07	4.020451302001848e-06
Q17R98	4.886970573771069e-07	1.685595382078955e-06
Q17RB0	3.776719751092415e-07	4.0386923588417154e-07
Q17RB8	1.9543088282875867e-06	4.98060998755026e-05
Q17RC7	2.8250112190511647e-07	5.3429499103397125e-08
Q17RD7	3.926744128894686e-07	1.5946162921443462e-06
Q17RD9	5.456643306733059e-07	1.5077496496138425e-07
Q17RF5	3.816361317106115e-06	3.926571911355511e-05
Q17RG1	3.050295293513755e-07	5.996611007144798e-08
Q17RH7	2.0121411078606144e-07	1.4406552086256931e-08
Q17RM4	2.575144377335669e-07	1.1031415329388188e-08
Q17RN3	7.15059690172317e-07	2.5690697051846623e-06
Q17RP2	7.944408099016389e-07	4.917809259363857e-06
Q17RS7	7.125614361756817e-07	1.918744672321401e-06
Q17RW2	3.4528619402545646e-07	8.431241320122852e-08
Q17RY0	6.17030083055534e-07	1.2916771749360764e-05
Q17RY6	2.0254493001196757e-07	2.51052608143064e-08
Q18PE1	3.31279848463925e-07	2.9208053492828044e-07
Q19AV6	1.158461997186239e-06	2.232458884952179e-06
Q19T08	9.526982056948346e-07	1.1815582910125056e-06
Q1AE95	2.9180395365500444e-07	5.085634940275835e-08
Q1ED39	5.840513643419507e-07	8.863693663856355e-06
Q1EHB4	5.781171214388877e-07	1.677259737304311e-07
Q1HG43	3.974763197482173e-07	1.1858700838842365e-07
Q1HG44	2.0182050695041938e-07	4.9677055477287485e-08
Q1KMD3	6.965164955649004e-07	1.8064242478417592e-05
Q1L5Z9	6.294184726729326e-07	3.920592952920721e-06
Q1MSJ5	9.801774471241356e-07	1.284953529642947e-05
Q1MX18	7.78760612976209e-07	3.069968301942693e-06
Q1RMC9	4.71051860024191e-06	2.7797601152711884e-05
Q1RMZ1	2.213225147459316e-06	1.2076529368940868e-05
Q1RN00	3.6820492157487553e-07	1.0793593960676845e-07
Q1W4C9	2.018662700553304e-07	2.6649349087465957e-08
Q1W6H9	1.0512424333808343e-06	2.639108652571484e-06
Q1WD23	6.3872467981121575e-06	3.4193381960874258e-06
Q1X8D7	3.7432195283476733e-06	1.0662556002504348e-05
Q1XH10	1.3434127418470957e-06	1.2576442105817586e-06
Q1ZYL8	1.9420364583681293e-07	2.5559712905752695e-08
Q1ZZU3	8.185923833999579e-07	4.950051137532316e-07
Q24JP5	8.172474251280566e-07	1.1616844704588974e-05
Q24JQ0	3.6123667402891403e-07	2.3033860605837122e-07
Q27J81	7.569049732489162e-07	1.2891107669529377e-05
Q29980	1.649809099574189e-06	8.945964406865122e-06
Q29983	1.5539140249837056e-06	1.5349168072185325e-05
Q29RF7	8.151808068815922e-07	2.9473166619289208e-05
Q2F834	9.942369757763543e-07	2.737679312947975e-07
Q2F837	9.942369757763543e-07	2.737679312947975e-07
Q2F838	1.668012295028907e-07	5.77231733727973e-09
Q2HXU8	6.31835643589047e-07	6.36107724736305e-07
Q2I0M4	2.116557736106161e-07	4.516568609635034e-08
Q2I0M5	4.490685569391651e-07	7.134487164965413e-07
Q2I0Y7	2.1112358346187444e-07	3.409781863479531e-08
Q2KHM9	8.651265640337002e-07	2.1480832452470323e-05
Q2KHN1	3.736051209509898e-07	3.7962940985992356e-07
Q2KHR2	6.794075378553364e-07	1.807681381692495e-06
Q2KHR3	2.0791118702108894e-06	1.896606743773903e-05
Q2KHT3	3.263071054651069e-07	3.1419150238499234e-07
Q2KHT4	3.1840314544465986e-07	3.758626546848742e-07
Q2KJY2	9.835747949471713e-07	5.127416708066719e-06
Q2L4Q9	1.2724033036844796e-06	4.241285945317355e-07
Q2LD37	4.098992743459877e-06	2.204580244169444e-05
Q2M1K9	4.068513644390273e-06	2.485328381270824e-05
Q2M1P5	1.0417515256716094e-06	2.0504223563146605e-05
Q2M1V0	0.00026765345865368043	0.0013332237844318232
Q2M1Z3	2.1651083774110876e-06	2.6259708455205335e-05
Q2M243	3.4107745188103477e-06	9.885326389705081e-06
Q2M296	1.8244991711541519e-06	4.264790408292892e-06
Q2M2D7	4.059867737370875e-07	1.089879444410964e-07
Q2M2E3	6.882311465507868e-07	1.622420404006753e-06
Q2M2E5	3.9638311562224526e-07	1.2652607500803992e-07
Q2M2H8	6.217823074847513e-07	5.413518395508466e-07
Q2M2I3	4.4701606641440056e-07	2.40549607412732e-07
Q2M2I5	4.0152878473623813e-07	1.3257772077394226e-06
Q2M2I8	6.406801696351421e-07	5.592184605117189e-06
Q2M2Z5	6.089053300067301e-07	2.89650276747296e-06
Q2M329	2.9281645437158134e-07	1.2971470852585422e-07
Q2M385	3.658846839170287e-07	9.463071696953372e-08
Q2M389	3.259390828045042e-07	1.8008971203666565e-06
Q2M3A8	8.856646464704272e-07	4.3375856011332587e-07
Q2M3C6	1.989418295617603e-06	6.751390146062357e-06
Q2M3C7	3.87646376904227e-07	3.1684466394444555e-07
Q2M3D2	1.1257341833894377e-06	2.261502587928675e-06
Q2M3G0	3.9796045763331004e-06	1.1355456997052563e-05
Q2M3G4	4.0563963237372334e-07	7.713971006997986e-07
Q2M3R5	4.4339339053548996e-07	1.0182715913226285e-06
Q2M3T9	7.443469315111125e-07	4.745953333935201e-07
Q2M3V2	5.33666932210354e-07	1.829705165787286e-06
Q2M3W8	4.6594039904832494e-07	6.633448898334092e-07
Q2M3X9	4.256777853568119e-07	9.664680952883013e-08
Q2MJR0	4.3017195759850035e-07	1.0806191586946601e-07
Q2MKA7	1.6881057152664383e-05	7.552745762203252e-05
Q2MV58	5.919453152780378e-07	1.5575901802638487e-05
Q2NKJ3	6.558628139154682e-07	3.236992863208643e-06
Q2NKQ1	6.259003956743248e-07	2.624858992164053e-06
Q2NKX8	2.979703626545564e-06	3.0441885896620763e-05
Q2NKX9	1.4871374126617332e-06	9.460801173096264e-06
Q2NL67	4.948844454153728e-07	5.040923153770601e-07
Q2NL68	6.972914796423654e-07	2.1949374407492153e-06
Q2NL82	3.713374092325537e-07	5.745935474846389e-06
Q2NL98	6.600285790062567e-07	2.7985696381103366e-06
Q2PPJ7	4.881524230154202e-07	1.15477450637905e-06
Q2PZI1	1.1251984549366295e-06	6.33992562032117e-06
Q2Q1W2	8.510710981017367e-07	4.19528390733485e-06
Q2Q440	1.8826752665955236e-05	2.1184748217682086e-05
Q2QGD7	4.4438621954165313e-07	2.7495444434835157e-06
Q2QL34	3.093053226134397e-07	6.019122024872853e-08
Q2T9J0	3.6846840330052e-07	7.085941380801461e-07
Q2T9K0	4.232021196611743e-07	3.0846527664093434e-07
Q2T9L4	4.0883748197306893e-07	5.392200018915751e-07
Q2TA85	2.606615818124506e-06	2.0220854349585478e-06
Q2TAA2	3.453193126774233e-07	1.0954625225760422e-07
Q2TAA5	3.8470750035047597e-07	5.188742296821024e-07
Q2TAA8	3.97217243148442e-07	5.045556767248277e-07
Q2TAC2	6.359194453826986e-07	1.847397677553993e-05
Q2TAC6	3.2204105344015597e-06	5.106447818098532e-06
Q2TAK8	1.1842100112821903e-06	4.556218582500764e-06
Q2TAL5	1.897862785315041e-06	1.140992405613475e-05
Q2TAL6	5.141237864224656e-07	2.114918218379782e-06
Q2TAL8	1.8359728155459697e-05	0.0008324828515956699
Q2TAM9	3.107094365477329e-07	8.915321663081058e-08
Q2TAP0	1.4836136760547515e-06	3.0759584480281248e-06
Q2TAY7	1.1361820547192118e-06	2.9796342018492626e-05
Q2TAZ0	4.468540495068207e-07	1.0499736421793164e-05
Q2TB10	1.242487092278048e-06	7.846420588167174e-06
Q2TB18	2.4810926616534057e-06	1.0787598324972231e-05
Q2TB90	4.1238185933377096e-07	6.492898292919668e-07
Q2TBA0	1.0523588063857769e-06	1.2305356663181355e-05
Q2TBC4	4.79806226347819e-07	4.898330375363242e-07
Q2TBE0	7.398790715809602e-07	1.9375347321081655e-05
Q2TV78	6.208081251624511e-06	3.4702610944830503e-06
Q2UY09	2.5728156310906004e-07	4.470422617284955e-08
Q2V2M9	3.659687427255474e-07	1.558100398294935e-07
Q2VIK8	2.223991197176183e-07	2.7594132934229733e-08
Q2VIQ3	4.4575842118120224e-07	2.605745089538138e-07
Q2VIR3	5.651457521608672e-07	2.8964030537438972e-06
Q2VPA4	5.322557207490873e-07	1.718049539827359e-07
Q2VPB7	7.958408208277151e-07	1.5828809366867324e-06
Q2VPK5	2.127758036552361e-06	1.728428217937378e-05
Q2VWA4	3.989561411186936e-06	4.14737039425984e-06
Q2VWP7	3.321623346837935e-07	1.9578696149003026e-07
Q2VY69	3.0332821625894336e-07	7.795468477616606e-08
Q2VYF4	3.0509121479445613e-07	7.517097802324754e-08
Q2WGJ6	9.643251489190216e-07	2.1715247034759027e-05
Q2WGJ9	1.6240598247631034e-06	4.6944825995776694e-07
Q2Y0W8	4.084291440867013e-07	1.862991375358694e-06
Q2YD98	2.3684633670994222e-06	1.4231724386205728e-05
Q30154	8.428871148723871e-07	3.4724486828036307e-06
Q30201	4.186524881443089e-06	1.1966312839240116e-05
Q309B1	5.080540550854387e-07	7.501032658752484e-07
Q30KQ4	4.992981232520282e-07	1.260003313111293e-07
Q30KQ5	5.141751708776812e-07	3.0292535040206123e-07
Q30KQ8	9.453020374341005e-07	4.449435875791236e-07
Q30KR1	1.650616391779256e-07	3.003784145063075e-08
Q32M45	3.803097417703085e-07	1.0271066480359556e-07
Q32M78	3.0439763756717305e-07	2.5698752496864453e-07
Q32M84	4.277158679643916e-07	1.2108170923994525e-07
Q32M88	3.6443227793908144e-07	1.688176478295106e-07
Q32M92	2.7130667045338937e-07	5.177486831676292e-08
Q32MH5	1.042788347497864e-06	2.863901025998517e-06
Q32MK0	7.10490366867041e-07	1.3503757367780992e-06
Q32MK9	4.418498325047539e-06	4.572340229151521e-06
Q32MQ0	2.9842973056046347e-07	5.713217555348142e-08
Q32MZ4	5.66532430519029e-07	6.848987134538935e-06
Q32NB8	3.51245141382074e-07	2.5428202178044535e-07
Q32NC0	1.0167723048602188e-06	6.740371326234259e-06
Q32P28	6.318502694059455e-07	1.3924339841730631e-05
Q32P41	3.607490429059023e-07	3.8702601756144684e-07
Q32P44	7.296212155125668e-07	2.984680046525043e-06
Q32P51	3.65935527543311e-07	5.07002040608821e-06
Q32Q12	3.2472973977645904e-07	4.4898274339146997e-07
Q32Q52	6.013231973448626e-07	4.162536733225229e-06
Q330K2	8.131212831962428e-07	4.089002879453233e-07
